,Date,AvgTemp,AverageDew,Humidity,Wind,Pressure,Solar(PV)
402,2021-04-11,70.6,31.3,24.6,10.6,29.3,37.415142857142854
403,2021-04-12,74.5,25.4,17.1,9.8,29.3,34.652571428571434
404,2021-04-13,70.0,30.1,24.0,9.0,29.3,37.555428571428564
406,2021-04-15,76.7,31.3,19.7,8.1,29.3,36.13999999999999
407,2021-04-16,82.0,33.5,18.1,8.1,29.2,37.792
408,2021-04-17,78.2,35.1,22.4,11.8,29.1,36.38257142857142
409,2021-04-18,76.1,41.3,30.4,10.0,29.1,35.09971428571428
410,2021-04-19,77.3,42.3,30.0,8.6,29.1,30.895428571428567
411,2021-04-20,85.4,42.1,22.2,10.2,29.1,34.008857142857146
412,2021-04-21,85.3,37.8,19.2,8.0,29.1,32.44657142857143
413,2021-04-22,86.5,36.1,18.3,8.6,29.1,33.73657142857142
414,2021-04-23,86.1,30.9,14.3,7.8,29.1,30.90514285714286
415,2021-04-24,79.0,38.6,26.6,8.2,29.1,33.85085714285715
416,2021-04-25,83.3,39.4,21.8,12.7,29.1,33.19428571428571
417,2021-04-26,78.3,40.1,26.8,7.3,29.2,34.99628571428572
418,2021-04-27,75.2,32.3,17.6,6.6,29.2,37.42742857142857
419,2021-04-28,86.6,37.0,21.4,16.9,29.0,33.62342857142857
420,2021-04-29,86.1,35.1,17.1,14.5,29.1,34.010285714285715
421,2021-04-30,81.9,25.3,14.1,12.7,29.2,35.11000000000001
